c5	c1	c2	c3	c4	c6	c7	c8	c9	c10	c75	c132	c134	c136	c138	c139	c140	c141	c144	c145	c147	c149	c151	c152	c153	c155	c157	c160	c162	c203	c204	c214	c233	c234	c790	c22	c23	c24	c25	c26	c27	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c102	c104	c106	c108	c110	c112	c113	c114	c115	c117	c118	c143	c240	c241	c242	c243	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c76	c250	c205	c206	c207	c208	c210	c41	c43	c45	c47	c49	c50	c52	c53	c54	c55	c56	c57	c58	c59	c119	c120	c121	c122	c126	c127	c128	c129	c130	c78	c80	c82	c84	c86	c88	c90	c92	c94	c96	c98	c100	c111	c123	c124	c125	c184	c192	c244	c40	c44	c46	c48	c51	c77	c79	c81	c83	c85	c87	c89	c91	c93	c95	c97	c99	c101	c103	c105	c107	c109	c131	c133	c135	c137	c146	c148	c150	c154	c156	c158	c161	c163	c183	c191	c229	c230	end_of_record
20160618007299A	A	091	   	 	2016	06	18	20160618	1230	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	214408	00729	 	 	 	 	112MB	BEECH 	P35         	      	        	  	STRD	5196 	* 	  	CONT M	I0-470 SERIES	IO-470	        	  	     	EA	EA61	RI	WESTERLY       																								1  	0  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20160919				20160919		N													PILOT REPORTED THAT HE HEARD A LOUD NOISE FROM ENGINE COMPARTMENT FOLLOWED BY OIL SOAKING HIS WINDSCREEN. THE ENGIN	N/A                           	  	    	           	  	    	      	                    	85	 	 	 	  	 	 	 	  	CR	D	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	8500                	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160614007259I	I	091	   	 	2016	06	14	20160614	0900	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	AH	  	  	214404	00725	 	 	 	 	3699R	      	AVENTURA II 	      	        	  	EXPT	99   	* 	  	ROTAX 	912ULS       	N/A   	        	  	     	SO	SO15	FL	VERIA          			21FA			28 17N	80 45W												21FA					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20160919				20160919	F3	N						3000 		63   	13668				ON JUNE 16 2016 N3669R FLYING FROM CLEARWATER FLORIDA (CLW) TO ROCKLEDGE FL (21FA) APPROXIMATELY 3 MILES WEST  OF D	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	M	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Amphibious Hull               	                    	                    	                    	                    	19330227		 
20160530007169A	A	091	   	 	2016	05	30	20160530	1200	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	214394	00716	 	 	 	 	429BB	CRIQUE	STORCH FI-15	      	        	  	EXPT	120  	* 	  	ROTAX 	912ULS       	      	        	  	     	CE	CE17	KY	VANZANT        						37 39N	86 37W																	1  	0  	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1  	0  	20160916			20161102	20170405		N													AIRCRAFT CRASHED 5/30/2016, TIME UNKNOWN, IN VANZANT , KY.  THE SOLE OCCUPANT WAS FATALLY INJURED.  AIRCRAFT WAS DE	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	D	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20160723013289A	A	091	   	 	2016	07	23	20160723	1200	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	215040	01328	 	 	 	 	2377H	ENGINE	415-CD      	      	        	  	STRD	2606 	* 	  	CONT M	C85 SERIES   	      	        	  	     	SW	SW15	OK	COLLINSVILLE   	SANDRIDGE AIRPARK INC         		OK94																OK94					2  	1  	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20161220				20220201	01	N						49   		22   	1335 				THE PILOT WITH HIS PASSENGER , HIS 13 YR. OLD GRANDDAUGHTER WERE ATTEMPTING A TAKE OFF TO THE SOUTH ON RUNWAY 17 AN	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Rotation   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160604008569I	I	105	   	 	2016	06	04	20160604	1915	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	214541	00856	 	 	 	 	901BS	DEHAVI	DHC-6 TWIN O	      	        	  	STRD	0    	* 	  	P&W   	PT6A SER     	      	        	  	     	SO	SO13	SC	CHESTER        	CHESTER CATAWBA RGNL          		DCM 																DCM 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	1 	1 	1 	1 	1  	1  	20161017				20161017	03	N						6000 		200  	10200				AT APPROXIMATELY 7:10 PM TWO WINGSUIT JUMPERS EXITED N901BS FROM 13,500 FEET. DURING THE DIVE THE HIGHER JUMPER COL	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	N	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19640524		 
20160605008579A	A	091	   	 	2016	06	05	20160605	0730	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	CV	  	  	214542	00857	 	 	 	 	8777 	BELLAN	7GCBC       	      	        	  	STRD			  	LYCOMI	0-320 SERIES 	      	        	  	     	NM	NM05	MT	FERNDALE       			53U 																53U 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161017				20220201	01	N									164  				AIRCRAFT HIT HANGAR RIGHT AFTER LIFT OFF, IMPACTED THE GROUND AND BURNED COMPLETELY.                               	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	D	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20160605008589A	A	135	   	 	2016	06	05	20160605	0626	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3T  	 	 	TR	  	  	214543	00858	 	 	 	 	750Z 	CESSNA	208B        	      	        	  	STRD	6956 	* 	  	P&W   	PT6A-114A    	PT6A S	        	  	     	CE	CE03	IA	FORT DODGE     	FORT DODGE REGIONAL AIRPORT   		KFOD																KFOD					9  	7  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161017				20161017		N													06/05/2016 - AIRCRAFT N750Z, SERIAL NUMBER 208B1054, A CESSNA CARAVAN, MODEL 208B ENCOUNTERED A TAIL STRIKE WHILE B	AIR CHOICE ONE                	  	MUIA	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	GR	S	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Ground/Ramp/Ma      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160601008529I	I	091	   	 	2016	06	01	20160601	1015	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	214537	00852	 	 	 	 	79900	CESSNA	172K        	      	        	  	STRD	3660 	* 	  	LYCOMI	0-320 SERIES 	      	        	  	     	GL	GL25	OH	PUT IN BAY     	PUT IN BAY                    	21  	3W2 														DRY		3W2 					4  	3  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161014				20161014		N													AIRMAN PHONED IN TO THIS OFFICE 6/4/16 AND STATED THAT HE HAD A PROPELLER STRIKE WHILE LANDING AT 3W2. AIRMAN STATE	N/A                           	  	    	           	  	    	      	                    	61	 	 	 	  	 	 	 	  	LR	M	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	6111                	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160603008539I	I	091	   	 	2016	06	03	20160603	1800	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	214538	00853	 	 	 	 	91630	PIPER 	PA-28-161   	      	        	  	STRD	317  	* 	  	LYCOMI	O-320-D3G    	RL-132	        	  	     	WP	WP09	CA	SAN DIEGO      	MONTGOMERY FIELD              		MYF 																MYF 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161014				20220201	01	N						70   		20   	100  				AFTER A NORMAL 3/4 HOUR FLIGHT THE AIRCRAFT LANDED AT MYF. NO SIGN OF ENGINE ROUGHNESS OVERHEATING OR ANYTHING OUT 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TX	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Taxi                	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160603008549A	A	091	   	 	2016	06	03	20160603	1028	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	214539	00854	 	 	 	 	418DS	SMITH 	FW2TR (XLS) 	      	        	  	EXPT	305  	* 	  	BOMBAR	ROTAX (ALL)  	      	        	  	     	SW	SW17	TX	MCALLEN        	MCALLEN MILLER INT'L          		MFE 																MFE 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161014				20220201	F3	N						305  		6    	13000				PILOT DEPARTED FROM EDINBURG AIRPORT EDINBURG, TEXAS (25R) FOR MCALLEN AIRPORT MCALLEN, TEXAS (MFE) AFTER COMPLETIN	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LA	S	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Approach   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160603008559A	A	135	   	 	2016	06	03	20160603	1308	9	 	 	 	 	 	 	   	1G71	1	G	7	1 	3U  	 	 	SD	  	  	214540	00855	 	 	 	 	4999 	BELL  	407         	      	        	  	STRD	8450 	* 	  	ALLISO	250-C47      	      	        	  	     	CE	CE19	TN	MOUNTAIN CITY  			6A4 			36 32N	81 46W												6A4 					4  	1  	0 	0 	3 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20161017				20161017		N													THIS WAS A HELICOPTER AIR AMBULANCE FLIGHT DEPARTING FROM THE PARKING LOT OF A MANUFACTURING PLANT.  THE INTENDED D	PHI AIR MEDICAL LLC           	  	VE7A	           	  	    	      	                    	21	 	 	 	  	 	 	 	  	OT	S	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	2110                	                    	                    	                    	                    	                    	                    	                    	                    	Other, Specify      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	ROTARY WING-HELI/GYROCOPTER   	POWERED                       	                              	                              	Skids                         	                    	                    	                    	                    			 
20160603008609I	I	141	   	 	2016	06	03	20160603	0806	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	214545	00860	 	 	 	 	355AB	PIPER 	PA-44-180   	      	        	  	STRD		* 	  	LYCOMI	O-360 SERIES 	      	        	  	     	WP	WP17	CA	ATWATER        			KMER			37 22N	12134 												KMER					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161017				20220201	F3	N						530  		220  	1947 				ON FRIDAY, JUNE 3, 2016, AT 06:00, SANJAY AKELLA (FLIGHT INSTRUCTOR) AND CHAO YANG (STUDENT) WERE ATTEMPTING TO COM	K S AVIATION INC              	  	SRJS	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TX	M	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Taxi                	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160601008489I	I	091	   	 	2016	06	01	20160601	1000	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	214533	00848	 	 	 	 	18F  	STINSO	108-2       	      	        	  	STRD		* 	  	FRANKL	6A4165 SERIES	UNK   	        	  	     	EA	EA63	CT	DANIELSON      	DANIELSON                     		LZD 																LZD 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161013				20220201	01	N						956  		4    	974  				PIC INDICATED TO ME THAT HE WAS SET UP FOR A LANDING AT KLZD, FLARED FOR LANDING ,HIGH AND SLOW HIT BY CROSSWIND AN	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20160529008419I	I	091	   	 	2016	05	29	20160529	1414	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	214526	00841	 	 	 	 	104ME	STEWAR	VANS RV-10  	      	        	  	EXPT		* 	  	LYCOMI	IO-540 SER   	      	        	  	     	SW	SW09	TX	FULSHEAR       						29 41N	95 51W																	2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161013				20161013		N													THIS OFFICE RECIEVED A REPORT FROM THE FULSHEAR POLICE DEPARTMENT STATING THAT A DOOR HAD FALLEN FROM AN AIRCRAFT A	N/A                           	  	    	           	  	    	      	                    	52	 	 	 	  	 	 	 	  	UK	M	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	5200                	                    	                    	                    	                    	                    	                    	                    	                    	Unknown             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160530008429I	I	137	   	 	2016	05	30	20160530	1400	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	214527	00842	 	 	 	 	7315L	AIR TR	AT-502      	      	        	  	REST		* 	  	P&W   	PT6A SER     	      	        	  	     	SW	SW03	LA	GUEYDAN        																								1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161013				20220201	03	N						1334 		314  	2059 				PILOT STATED HE SAW POWERLINE TOO LATE AND ATTEMPTED TO CLIMB OVER IT.                                             	COCO AVIATION LLC             	  	91GC	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	MN	M	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Maneuver            	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20160530008439I	I	091	   	 	2016	05	30	20160530	1315	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	214528	00843	 	 	 	 	4856T	CESSNA	R182        	      	        	  	STRD	3899 	* 	  	LYCOMI	0-540 SERIES 	      	        	  	     	SO	SO13	SC	MOORE          																								1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161013				20220201	01	N						80   		15   	665  				ENGINE FAILURE   INSPECTED A/C FOUND LEFT FUEL TANK FULL, RIGHT FUEL TANK WITH 3 CUPS OF FUEL, THE FUEL STRAINER WA	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	N	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160531008449I	I	091	   	 	2016	05	31	20160531	1854	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	AF	  	  	214529	00844	 	 	 	 	421EB	SIAI-M	SM 1019     	      	        	  	EXPT		* 	  	      	             	      	        	  	     	EA	EA65	NH	RIDNGE         						42 43N	71 59W																	2  	1  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20161013				20220201	09	N						50   		200  	12000				AIRCRAFT ATTEMPTED TO LAND ON LAKE MONOMONAC IN RINDGE, NH.  AIRCRAFT IS CONFIGURED WITH AMPHIBIOUS FLOATS, AND GEA	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	AIRLINE TRANSPORT   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Amphibious Floats             	                    	                    	                    	                    			 
20160531008459A	A	091	   	 	2016	05	31	20160531	1130	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	214530	00845	 	 	 	 	7095G	CESSNA	172K        	      	        	  	STRD	3323 	* 	  	LYCOMI	0-320 SERIES 	      	        	  	     	EA	EA17	NJ	MOUNT HOLLY    			VAY 			39 56N	07450W												VAY 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161013				20220201	01	N						200  		20   	570  				^PRIVACY DATA OMITTED^ PILOT IN COMMAND OF N7095G, A CE-172, WHILE PERFORMING TOUCH AND GO'S AT SOUTH JERSEY REGION	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160531008469I	I	091	   	 	2016	05	31	20160531	1300	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	214531	00846	 	 	 	 	154BY	DIAMON	DA-40       	      	        	  	STRD	187  	* 	  	DIAMON	AE50R        	DIESEL	        	  	     	WP	WP07	AZ	GOODYEAR       			GYR 			33 24N	11242W												GYR 					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161013				20161013		N													DURING AN INSTRUMENT INSTRUCTIONAL FLIGHT, LEVEL AT 4500 FEET, THE PILOT HEARD A BANG AND THE TURBO CHARGER BEGAN T	N/A                           	  	    	           	  	    	      	                    	71	 	 	 	  	 	 	 	  	CR	N	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	7160                	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160531008479A	A	091	   	 	2016	05	31	20160531	1545	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	CV	  	  	214532	00847	 	 	 	 	81DK 	CYGNET	SF2A        	      	        	  	    	700  	* 	  	REVMAS	2100         	D     	        	  	     	GL	GL07	OH	ZANESVILLE     	PARR                          	28  	42I 			40 00N	08200W										DRY		42I 					2  	1  	0 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	2  	20161013				20220201	01	N						150  		25   	2300 				PIC LOST CONTROL ON LANDING ROLL-OUT DUE TO A GUST OF WIND. THE AIRCRAFT LEFT MAIN WHEEL DEPARTED THE PAVEMENT ON T	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20160611008299A	A	091	   	 	2016	06	11	20160611	0915	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	214514	00829	 	 	 	 	7346V	BELLAN	17-30       	      	        	  	STRD	2980 	* 	  	CONT M	IO 520 SERIES	D SERI	        	  	     	SW	SW15	OK	CLEVELAND      	N/A                           					38 12N	96 15W																	1  	0  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20161011			20160909	20161011	01	N						140  		7    	250  				THE AIRCRAFT DEPARTED FROM WESTPORT AIRPORT, 4F1, ON A FLIGHT TO POGUE OKLAHOMA, KOWP.  THE NEAREST WEATHER REPORTI	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19581009		 
20160610008309A	A	091	   	 	2016	06	10	20160610	2035	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	OT	  	  	214515	00830	 	 	 	 	69515	CAMERO	A-225       	      	        	  	STRD	33   	* 	  	N/A   	N/A          	N/A   	        	  	     	EA	EA23	NY	NUNDA          																								1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 	1 	1  	0  	20161011			20160913	20161011	03	N						8    		14   	2569 				ON FRIDAY, JUNE 10, 2016, A CAMERON BALLOONS US A-225 HOT AIR BALLON, REGISTRATION NUMBER N69515, LANDED NEAR PICKE	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	GR	N	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Ground/Ramp/Ma      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Other, Specify                	                    	                    	                    	                    	19520711		 
20160530008389I	I	091	   	 	2016	05	30	20160530	1000	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	214523	00838	 	 	 	 	1087Q	MOONEY	M20M        	      	        	  	STRD	857  	* 	  	LYCOMI	TI0-540 SER  	      	        	  	     	SW	SW01	NM	LOS LUNAS      	MID VALLEY AIRPARK            		E98 																E98 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161012			20160921	20220201	01	N						45   		11   	260  				ON MAY 31, 2016, AT APPROXIMATELY 1000 MDT, A MOONEY M20M, N1087Q, REGISTERED TO ^PRIVACY DATA OMITTED^, STRUCK THE	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160602008379I	I	091	   	 	2016	06	02	20160602	1300	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	214522	00837	 	 	 	 	44945	PIPER 	PA-34-200T  	      	        	  	STRD	5070 	* 	  	CONT M	TSIO-360 SER 	      	        	  	     	SO	SO19	FL	BELLE GLADES   			PHK 			26 47N	80 41W												PHK 					2  	0  	0 	0 	2 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0  	2  	20161012			20160913	20161012		N													DURING LANDING STARBOARD MAIN WHEEL SEPARATED FROM WHEEL WELL. AIRPLANE CONTINUED THE ROLLOUT AND CAME TO A REST ON	SAPPHIRE AVIATION             	  	6SGA	           	  	    	      	                    	32	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	3233                	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160605008599A	A	091	   	 	2016	06	05	20160605	1730	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	214544	00859	 	 	 	 	124ME	CESSNA	172S        	      	        	  	STRD	5724 	* 	  	LYCOMI	I0360 SER A&C	      	        	  	     	SW	SW11	AR	HENDERSON      	THE BLUFFS AIRPORT            		75AR			36 17N	92 12W												75AR					4  	3  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20161017				20220201	F9	N						900  		250  	4000 				ON JUNE 5, 2016 AT APPROXIMATELY 17:30 CDT, N124ME A CESSNA 172S AIRCRAFT, REGISTERED TO FLIGHTIME AVIATION LLC, OP	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	S	 	   	 	 	 	 	 	 	A/LINE TRANSPORT PLT	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
