c5	c1	c2	c3	c4	c6	c7	c8	c9	c10	c75	c132	c134	c136	c138	c139	c140	c141	c144	c145	c147	c149	c151	c152	c153	c155	c157	c160	c162	c203	c204	c214	c233	c234	c790	c22	c23	c24	c25	c26	c27	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c102	c104	c106	c108	c110	c112	c113	c114	c115	c117	c118	c143	c240	c241	c242	c243	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c76	c250	c205	c206	c207	c208	c210	c41	c43	c45	c47	c49	c50	c52	c53	c54	c55	c56	c57	c58	c59	c119	c120	c121	c122	c126	c127	c128	c129	c130	c78	c80	c82	c84	c86	c88	c90	c92	c94	c96	c98	c100	c111	c123	c124	c125	c184	c192	c244	c40	c44	c46	c48	c51	c77	c79	c81	c83	c85	c87	c89	c91	c93	c95	c97	c99	c101	c103	c105	c107	c109	c131	c133	c135	c137	c146	c148	c150	c154	c156	c158	c161	c163	c183	c191	c229	c230	end_of_record
20191105023829I	I	091	   	 	2019	11	05	20191105	1645	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	224688	02382	 	 	 	 	9310D	CESSNA	172RG       	      	        	  	STRD	13366	* 	  	LYCOMI	0-360-A1D    	      	        	  	     	CE	CE19	TN	SPRINFIELD     	SPRINGFIELD ROBERTSON COUNTY  		M91 																M91 					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20201202				20201202		N													INSTRUCTOR AND PILOT WERE PERFORMING INSTRUCTIONAL FLIGHTS WHEN ON THEIR THIRD LANDING ATTEMPT THE RIGHT MAIN GEAR 	N/A                           	  	    	           	  	    	      	                    	32	 	 	 	  	 	 	 	  	LA	M	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	3230                	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Approach   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20191108023879I	I	091	   	 	2019	11	08	20191108	1030	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	224704	02387	 	 	 	 	3420Q	PIPER 	PA-28R-201  	      	        	  	STRD		* 	  	LYCOMI	I0360 SER    	      	        	  	     	SW	SW15	OK	PAULS VALLEY   																								1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20201202			20200831	20201208	F3	N													N34420Q CHECKED ON LEVEL AT 500 OVER FLYING OKC AIRSPACE.  N320Q ADVISED HE WAS FEELING NUMBNESS IN HIS ARM AND HIS	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	N	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19470719		 
20191104023889A	A	091	   	 	2019	11	04	20191104	1300	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	224725	02388	 	 	 	 	936TC	BEECH 	A36TC       	      	        	  	STRD	3452 	* 	  	CONT M	TSIO 520SER  	      	        	  	     	NM	NM07	UT	HURRICANE      	GENERAL DICK STOUT FIELD      	19  	1L8 														DRY		1L8 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20201207				20201207	01	N						292  		63   	591  				PIC STATED HE DID NOT LOOK AT HIS GEAR DOWN LIGHTS CHECK. PIC STATED GEAR DOWN LIGHTS ARE HARD TO SEE, DUE TO FLIGH	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19570628		 
20191007023909I	I	121	   	 	2019	10	07	20191007	1248	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	224731	02390	 	 	 	 	569NN	BOMBAR	CL-600-2D24 	      	        	  	STRD	11178	* 	  	GE    	CF34         	8C5   	        	  	     	SW	SW07	FL	DAYTONA BEACH  			DAB 																DAB 					4  	0  	0 	0 	2 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0  	0  	20201207			20201203	20201207		N													THE CREW REPORTED A BIRD STRIKE TO THE RH SIDE OF THE AIRCRAFT AND THERE WERE SEVERAL SCRATCHES FOUND BY MAINTENANC	PSA                           	  	VNAA	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	M	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20191224023899I	I	121	   	 	2019	12	24	20191224	1505	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	224726	02389	 	 	 	 	473MC	BOEING	747-45E     	      	        	  	STRD	10496	* 	  	GE    	CF6          	ADC2  	        	  	     	SW	SW07	AZ	MARANA         	PINAL AIRPARK                 	12  	KMZJ			32 30N	11119W										WET		KMZJ					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20201207			20201202	20201207	09	N						5392 		50   					ON DECEMBER 24, 2019, N473MC, A BOEING 747-400SF, OPERATING AS GTI8756 FROM MINNEAPOLIS-ST. PAUL INTERNATIONAL AIRP	ATLAS AIR                     	  	UIEA	           	  	    	      	                    	53	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	AIRLINE TRANSPORT   	                    	                    	                    	                    	5350                	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    	19561102	19620123	 
20191031023279A	A	091	   	 	2019	10	31	20191031	1100	9	 	 	 	 	 	 	   	1L72	1	L	7	2 	3O  	 	 	TR	  	  	224311	02327	 	 	 	 	959CM	RAYTHE	58          	      	        	  	STRD		* 	  	CONT M	IO-550 SERIES	550   	        	  	     	SO	SO15	FL	OCALA          	OCALA INTERNATIONAL AIRPORT   	18  	OCF 			29 8 N	82 11W										DRY		OCF 					2  	1  	1 	0 	1 	1 	0 	0 	0 	0 	1 	0 	1 	0 	2  	1  	20200922			20200922	20201020	01	N													ON OCTOBER 31 2019 APPROXIMATELY 11:15 EST LOCAL, TIME N959CM A BEECHCRAFT 58 BARON WITH PILOT/ AIRCRAFT OWNER AND 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LA	D	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Approach   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19460130		 
20191101023269A	A	091	   	 	2019	11	01	20191101	1510	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	224310	02326	 	 	 	 	102PH	HATFIE	CH701       	      	        	  	EXPT	3    	* 	  	ROTAX 	912ULS SERIES	      	        	  	     	NM	NM09	OR	SALEM          	MCNARY FIELD AIRPORT          		KSLE																KSLE					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20200922				20200922	01	N									280  				ON FRIDAY, NOVEMBER 1, 2019, A ZENITH CH701, REGISTERED AS N102PH, SERIAL NUMBER 7-8890, WAS INVOLVED IN AN ACCIDEN	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19500310		 
20191101023289A	A	091	   	 	2019	11	01	20191101	1450	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	224312	02328	 	 	 	 	732JW	CESSNA	T210L       	      	        	  	STRD	3928 	* 	  	CONT M	TSIO-520 SER 	H4B   	        	  	     	SW	SW13	TX	ODESSA         			KODO			32 03N	10221W												KODO					1  	0  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20200922				20200922	01	N						2000 		98   	2000 				ON NOVEMBER 1, 2019, AT 1350 CDT, A CESSNA 210 BEARING REGISTRATION NUMBER N732JW, REGISTERED TO A PRIVATE OWNER, E	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19670227		 
20191223023299A	A	091	   	 	2019	12	23	20191223	1504	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	224393	02329	 	 	 	 	227L 	TERRAN	ZENITH CH 75	      	        	  	MULT	1    	* 	  	      	             	      	        	  	     	GL	GL05	OH	XENIA          		25  	I19 														DRY		I19 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20200929			20200731	20200929	01	N						5    		1    	340  				THIS WAS THE FIRST FLIGHT FOR NEW AMATEUR BUILT EXPERIMENTAL AIRCRAFT. PILOT TOOK OFF FROM I19 AND FLEW IN THE LOCA	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19441125		 
20191016023319I	I	091	   	 	2019	10	16	20191016	1214	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	224405	02331	 	 	 	 	5825K	BEECH 	S35         	      	        	  	STRD	8700 	* 	  	CONT M	IO 520 SERIES	      	        	  	     	SO	SO19	FL	MIAMI          	MIAMI EXECUTIVE AIRPORT       		KTMB																KTMB					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20201001			20200922	20201001	01	N						750  		12   	5500 				RECEIVED A CALL FROM THE FAA ROC AT APPROXIMATELY 1230 PM ON 16OCT2019 IN REFERENCED TO A GEAR UP LANDING ON RUNWAY	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19601201	19640802	 
20191106023329I	I	121	   	 	2019	11	06	20191106	2106	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	224457	02332	 	 	 	 	117HQ	EMBRAE	ERJ 170-200 	      	        	  	STRD	31263	* 	  	GE    	CF34-8E5     	      	        	  	     	WA	WA45	GA	ATLANTA        	HARTSFIELD - JACKSON ATLANTA I		ATL 																ATL 					10 	6  	0 	0 	2 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0  	0  	20201014				20201014	09	N						3135 		162  					A REPUBLIC AIRWAYS EMBRAER ERJ-175, REGISTRATION N117HQ PERFORMING AA-4439 FROM ATLANTA,GA TO NEW YORK LA GUARDIA,N	REPUBLIC AIRWAYS              	  	R61A	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	N	 	   	 	 	 	 	 	 	AIRLINE TRANSPORT   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19870509		 
20191106023389A	A	091	   	 	2019	11	06	20191106	1500	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	OT	  	  	224522	02338	 	 	 	 	16TD 	SCHLEI	ASW-15B     	      	        	  	MULT		* 	  	NONE  	NONE         	      	        	  	     	GL	GL05	OH	WAYNESVILLE    			20H9																20H9					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20201020			20200918	20201020	01	N						10   		13   	75   				ON WEDNESDAY, NOVEMBER 06, 2019, AT APPROXIMATELY 1500 EDT, AN EXPERIMENTAL SCHLEICHER GLIDER, REGISTRATION N-NUMBE	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	EX	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Descent             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Other, Specify                	                    	                    	                    	                    	19490217		 
