make,year,defects_per_tail,rel_rate,bracket
LKHEED,2019,68.5,4.516483516483516,high
LKHEED,2020,30.916666666666668,2.0384615384615388,high
LKHEED,2021,43.4,2.8615384615384616,high
LKHEED,2022,16.5,1.087912087912088,medium
LKHEED,2023,8.5,0.5604395604395604,low
LKHEED,2024,36.7,2.41978021978022,high
LKHEED,2025,10.1,0.6659340659340659,low
LKHEED,2026,4.0,0.26373626373626374,low
PIPER,2000,2.44954128440367,1.283716822842565,high
PIPER,2001,2.5244444444444443,1.3229708853238265,high
PIPER,2002,2.5391304347826087,1.3306672866775169,high
PIPER,2003,2.1075697211155378,1.1045017789803353,medium
PIPER,2004,2.081730769230769,1.0909605100781572,medium
PIPER,2005,2.0373831775700935,1.067719526213204,medium
PIPER,2006,1.821656050955414,0.9546646684151368,medium
PIPER,2007,1.9838709677419355,1.0396756943246508,medium
PIPER,2008,1.9081632653061225,1.0,medium
PIPER,2009,2.1885245901639343,1.1469273253265537,high
PIPER,2010,2.0925925925925926,1.0966528025351554,medium
PIPER,2011,1.945736434108527,1.0196907515648965,medium
PIPER,2012,2.1319444444444446,1.1172756981580512,medium
